"filename", "language", "PHP", "JSON with Comments", "XML", "TypeScript", "TypeScript JSX", "JSON", "PostCSS", "Ignore", "JavaScript", "YAML", "comment", "blank", "total"
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\two-factor-recovery-codes.tsx", "TypeScript JSX", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 11, 165
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\two-factor-setup-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 24, 339
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 7, 67
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 6, 52
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 11, 110
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 6, 59
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 9, 69
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\code-display.tsx", "TypeScript JSX", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 32
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 13, 134
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 18, 256
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 8, 70
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 12, 169
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\placeholder-pattern.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 13, 180
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 13, 138
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 654, 0, 0, 0, 0, 0, 13, 55, 722
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 3, 38
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 11, 115
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 7, 72
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 5, 46
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 60
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\user-info.tsx", "TypeScript JSX", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\components\user-menu-content.tsx", "TypeScript JSX", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 5, 78
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-appearance.tsx", "TypeScript JSX", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 4, 23, 85
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-clipboard.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 10, 33
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-initials.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-mobile-navigation.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 9
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 7, 22
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\hooks\use-two-factor-auth.ts", "TypeScript", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 16, 105
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\app-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\app\app-header-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\app\app-sidebar-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\auth-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\auth\auth-card-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 3, 49
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\auth\auth-simple-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\auth\auth-split-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 4, 63
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\layouts\settings\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 1, 8, 89
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\lib\utils.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Cliente\Movimientos.tsx", "TypeScript JSX", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 3, 10, 132
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Cliente\Tarjetas.tsx", "TypeScript JSX", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 7, 87
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Clientes\Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 4, 41
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Clientes\Edit.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Clientes\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 6, 57
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Clientes\Show.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Dashboard\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 11, 22, 373
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Encargado\AsignarTarjetas.tsx", "TypeScript JSX", 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 5, 19, 313
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\GiftCards\Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 4, 41
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\GiftCards\Edit.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\GiftCards\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 6, 56
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\GiftCards\Show.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Movements\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 1, 7, 80
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Transactions\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 4, 36
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Users\Edit.tsx", "TypeScript JSX", 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 14, 150
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\Users\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 1, 6, 49
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\confirm-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 5, 51
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\forgot-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 8, 70
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\login.tsx", "TypeScript JSX", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 9, 121
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\register.tsx", "TypeScript JSX", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 116
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\reset-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 8, 95
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\two-factor-challenge.tsx", "TypeScript JSX", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 9, 132
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\auth\verify-email.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 5, 45
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\settings\appearance.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 6, 35
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\settings\password.tsx", "TypeScript JSX", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 18, 147
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\settings\profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 17, 149
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\settings\two-factor.tsx", "TypeScript JSX", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 9, 138
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\pages\welcome.tsx", "TypeScript JSX", 0, 0, 0, 0, 806, 0, 0, 0, 0, 0, 0, 3, 809
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\ssr.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 23
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\types\giftCard.ts", "TypeScript", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 1, 6, 68
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\types\index.d.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\js\types\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\PROYECTOCALENDARIO\proyectogiftcard\resources\views\app.blade.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"d:\PROYECTOCALENDARIO\proyectogiftcard\routes\console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\PROYECTOCALENDARIO\proyectogiftcard\routes\settings.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\PROYECTOCALENDARIO\proyectogiftcard\routes\web.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 95
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\AuthenticationTest.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 84
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 92
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\PasswordResetTest.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 73
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\RegistrationTest.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\TwoFactorChallengeTest.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 45
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Auth\VerificationNotificationTest.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\DashboardTest.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\ExampleTest.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Settings\PasswordUpdateTest.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Settings\ProfileUpdateTest.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 85
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Feature\Settings\TwoFactorAuthenticationTest.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 79
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Pest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 7, 48
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\TestCase.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\PROYECTOCALENDARIO\proyectogiftcard\tests\Unit\ExampleTest.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\PROYECTOCALENDARIO\proyectogiftcard\tsconfig.json", "JSON with Comments", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 88, 9, 118
"d:\PROYECTOCALENDARIO\proyectogiftcard\vite.config.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 2, 28
"Total", "-", 3167, 21, 54, 260, 9770, 18282, 123, 2, 34, 70, 1465, 1855, 35103